2026-02-24T14:14:36.653Z | INFO | GET /api/users/profile | Status: 200 | Time: 7ms | Result: ALLOWED | CacheStatus: HIT
2026-02-24T14:40:42.214Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.215Z | ERROR | GET /api/auth/health | Status: 429 | Time: 25ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.215Z | ERROR | GET /api/auth/health | Status: 429 | Time: 25ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.216Z | ERROR | GET /api/auth/health | Status: 429 | Time: 26ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.216Z | ERROR | GET /api/auth/health | Status: 429 | Time: 25ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.217Z | ERROR | GET /api/auth/health | Status: 429 | Time: 26ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.217Z | ERROR | GET /api/auth/health | Status: 429 | Time: 26ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.217Z | ERROR | GET /api/auth/health | Status: 429 | Time: 25ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.217Z | ERROR | GET /api/auth/health | Status: 429 | Time: 25ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.218Z | ERROR | GET /api/auth/health | Status: 429 | Time: 24ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.242Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.243Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.244Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.244Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.245Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.245Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.247Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.247Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.252Z | ERROR | GET /api/auth/health | Status: 429 | Time: 27ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.252Z | ERROR | GET /api/auth/health | Status: 429 | Time: 27ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.254Z | ERROR | GET /api/auth/health | Status: 429 | Time: 27ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.255Z | ERROR | GET /api/auth/health | Status: 429 | Time: 29ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.256Z | ERROR | GET /api/auth/health | Status: 429 | Time: 26ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.257Z | ERROR | GET /api/auth/health | Status: 429 | Time: 25ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.267Z | ERROR | GET /api/auth/health | Status: 429 | Time: 8ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.276Z | ERROR | GET /api/auth/health | Status: 429 | Time: 15ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.276Z | ERROR | GET /api/auth/health | Status: 429 | Time: 15ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.276Z | ERROR | GET /api/auth/health | Status: 429 | Time: 15ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.276Z | ERROR | GET /api/auth/health | Status: 429 | Time: 15ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.276Z | ERROR | GET /api/auth/health | Status: 429 | Time: 14ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.277Z | ERROR | GET /api/auth/health | Status: 429 | Time: 15ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.277Z | ERROR | GET /api/auth/health | Status: 429 | Time: 15ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.277Z | ERROR | GET /api/auth/health | Status: 429 | Time: 15ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.278Z | ERROR | GET /api/auth/health | Status: 429 | Time: 15ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.278Z | ERROR | GET /api/auth/health | Status: 429 | Time: 15ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.278Z | ERROR | GET /api/auth/health | Status: 429 | Time: 15ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.278Z | ERROR | GET /api/auth/health | Status: 429 | Time: 12ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.278Z | ERROR | GET /api/auth/health | Status: 429 | Time: 12ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.279Z | ERROR | GET /api/auth/health | Status: 429 | Time: 12ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.279Z | ERROR | GET /api/auth/health | Status: 429 | Time: 13ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.279Z | ERROR | GET /api/auth/health | Status: 429 | Time: 11ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.295Z | ERROR | GET /api/auth/health | Status: 429 | Time: 15ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.295Z | ERROR | GET /api/auth/health | Status: 429 | Time: 14ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.296Z | ERROR | GET /api/auth/health | Status: 429 | Time: 12ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.296Z | ERROR | GET /api/auth/health | Status: 429 | Time: 13ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.297Z | ERROR | GET /api/auth/health | Status: 429 | Time: 11ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.297Z | ERROR | GET /api/auth/health | Status: 429 | Time: 12ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.297Z | ERROR | GET /api/auth/health | Status: 429 | Time: 12ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.297Z | ERROR | GET /api/auth/health | Status: 429 | Time: 11ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.297Z | ERROR | GET /api/auth/health | Status: 429 | Time: 11ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.298Z | ERROR | GET /api/auth/health | Status: 429 | Time: 12ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.299Z | ERROR | GET /api/auth/health | Status: 429 | Time: 13ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.299Z | ERROR | GET /api/auth/health | Status: 429 | Time: 13ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.300Z | ERROR | GET /api/auth/health | Status: 429 | Time: 14ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.300Z | ERROR | GET /api/auth/health | Status: 429 | Time: 13ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.301Z | ERROR | GET /api/auth/health | Status: 429 | Time: 13ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.304Z | ERROR | GET /api/auth/health | Status: 429 | Time: 15ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.304Z | ERROR | GET /api/auth/health | Status: 429 | Time: 17ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.304Z | ERROR | GET /api/auth/health | Status: 429 | Time: 17ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.305Z | ERROR | GET /api/auth/health | Status: 429 | Time: 18ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.321Z | ERROR | GET /api/auth/health | Status: 429 | Time: 14ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.322Z | ERROR | GET /api/auth/health | Status: 429 | Time: 14ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.324Z | ERROR | GET /api/auth/health | Status: 429 | Time: 15ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.326Z | ERROR | GET /api/auth/health | Status: 429 | Time: 15ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.327Z | ERROR | GET /api/auth/health | Status: 429 | Time: 17ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.328Z | ERROR | GET /api/auth/health | Status: 429 | Time: 17ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.328Z | ERROR | GET /api/auth/health | Status: 429 | Time: 18ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.329Z | ERROR | GET /api/auth/health | Status: 429 | Time: 19ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.329Z | ERROR | GET /api/auth/health | Status: 429 | Time: 19ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.329Z | ERROR | GET /api/auth/health | Status: 429 | Time: 19ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.330Z | ERROR | GET /api/auth/health | Status: 429 | Time: 20ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.330Z | ERROR | GET /api/auth/health | Status: 429 | Time: 20ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.330Z | ERROR | GET /api/auth/health | Status: 429 | Time: 19ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.330Z | ERROR | GET /api/auth/health | Status: 429 | Time: 19ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.331Z | ERROR | GET /api/auth/health | Status: 429 | Time: 20ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.331Z | ERROR | GET /api/auth/health | Status: 429 | Time: 20ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.331Z | ERROR | GET /api/auth/health | Status: 429 | Time: 20ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.332Z | ERROR | GET /api/auth/health | Status: 429 | Time: 20ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.332Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.332Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.333Z | ERROR | GET /api/auth/health | Status: 429 | Time: 20ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.344Z | ERROR | GET /api/auth/health | Status: 429 | Time: 9ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.360Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.360Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.360Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.361Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.361Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.361Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.361Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.362Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.362Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.362Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.362Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.362Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.363Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.363Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.364Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.364Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.365Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.365Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.366Z | ERROR | GET /api/auth/health | Status: 429 | Time: 24ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.366Z | ERROR | GET /api/auth/health | Status: 429 | Time: 24ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.367Z | ERROR | GET /api/auth/health | Status: 429 | Time: 25ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.367Z | ERROR | GET /api/auth/health | Status: 429 | Time: 25ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.367Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.378Z | ERROR | GET /api/auth/health | Status: 429 | Time: 9ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.379Z | ERROR | GET /api/auth/health | Status: 429 | Time: 9ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.392Z | ERROR | GET /api/auth/health | Status: 429 | Time: 20ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.393Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.393Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.395Z | ERROR | GET /api/auth/health | Status: 429 | Time: 20ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.397Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.397Z | ERROR | GET /api/auth/health | Status: 429 | Time: 24ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.398Z | ERROR | GET /api/auth/health | Status: 429 | Time: 25ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.399Z | ERROR | GET /api/auth/health | Status: 429 | Time: 26ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.400Z | ERROR | GET /api/auth/health | Status: 429 | Time: 26ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.400Z | ERROR | GET /api/auth/health | Status: 429 | Time: 27ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.401Z | ERROR | GET /api/auth/health | Status: 429 | Time: 28ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.402Z | ERROR | GET /api/auth/health | Status: 429 | Time: 28ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.403Z | ERROR | GET /api/auth/health | Status: 429 | Time: 29ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.404Z | ERROR | GET /api/auth/health | Status: 429 | Time: 29ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.405Z | ERROR | GET /api/auth/health | Status: 429 | Time: 30ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.407Z | ERROR | GET /api/auth/health | Status: 429 | Time: 32ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.408Z | ERROR | GET /api/auth/health | Status: 429 | Time: 33ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.409Z | ERROR | GET /api/auth/health | Status: 429 | Time: 33ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.409Z | ERROR | GET /api/auth/health | Status: 429 | Time: 33ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.409Z | ERROR | GET /api/auth/health | Status: 429 | Time: 33ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.409Z | ERROR | GET /api/auth/health | Status: 429 | Time: 33ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.410Z | ERROR | GET /api/auth/health | Status: 429 | Time: 34ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.410Z | ERROR | GET /api/auth/health | Status: 429 | Time: 34ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.411Z | ERROR | GET /api/auth/health | Status: 429 | Time: 34ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.415Z | ERROR | GET /api/auth/health | Status: 429 | Time: 34ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.430Z | ERROR | GET /api/auth/health | Status: 429 | Time: 18ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.430Z | ERROR | GET /api/auth/health | Status: 429 | Time: 17ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.430Z | ERROR | GET /api/auth/health | Status: 429 | Time: 17ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.442Z | ERROR | GET /api/auth/health | Status: 429 | Time: 25ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.442Z | ERROR | GET /api/auth/health | Status: 429 | Time: 24ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.443Z | ERROR | GET /api/auth/health | Status: 429 | Time: 24ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.444Z | ERROR | GET /api/auth/health | Status: 429 | Time: 24ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.445Z | ERROR | GET /api/auth/health | Status: 429 | Time: 25ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.445Z | ERROR | GET /api/auth/health | Status: 429 | Time: 25ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.445Z | ERROR | GET /api/auth/health | Status: 429 | Time: 25ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.445Z | ERROR | GET /api/auth/health | Status: 429 | Time: 24ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.446Z | ERROR | GET /api/auth/health | Status: 429 | Time: 25ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.446Z | ERROR | GET /api/auth/health | Status: 429 | Time: 24ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.446Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.446Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.446Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.446Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.447Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.447Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.447Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.447Z | ERROR | GET /api/auth/health | Status: 429 | Time: 20ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.448Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.449Z | ERROR | GET /api/auth/health | Status: 429 | Time: 21ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.449Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.449Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.450Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.450Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.451Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.461Z | ERROR | GET /api/auth/health | Status: 429 | Time: 28ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.463Z | ERROR | GET /api/auth/health | Status: 429 | Time: 31ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.476Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.477Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.477Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.478Z | ERROR | GET /api/auth/health | Status: 429 | Time: 23ms | Result: BLOCKED | CacheStatus: NONE
2026-02-24T14:40:42.487Z | ERROR | GET /api/auth/health | Status: 429 | Time: 22ms | Result: BLOCKED | CacheStatus: NONE
